,categories
26306,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]"
26307,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'waffles', 'title': 'Waffles'}]"
26308,"[{'alias': 'bars', 'title': 'Bars'}]"
26309,"[{'alias': 'stadiumsarenas', 'title': 'Stadiums & Arenas'}, {'alias': 'parks', 'title': 'Parks'}]"
26310,"[{'alias': 'pizza', 'title': 'Pizza'}]"
26311,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
26312,"[{'alias': 'parks', 'title': 'Parks'}]"
26313,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]"
26314,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
26315,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]"
26316,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26317,"[{'alias': 'desserts', 'title': 'Desserts'}]"
26318,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
26319,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'delis', 'title': 'Delis'}]"
26320,"[{'alias': 'chickenshop', 'title': 'Chicken Shop'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26321,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
26322,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]"
26323,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'danceclubs', 'title': 'Dance Clubs'}]"
26324,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
26325,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26326,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]"
26327,"[{'alias': 'newamerican', 'title': 'American (New)'}]"
26328,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'newamerican', 'title': 'American (New)'}]"
26329,"[{'alias': 'bakeries', 'title': 'Bakeries'}]"
26330,"[{'alias': 'bars', 'title': 'Bars'}]"
26331,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'puertorican', 'title': 'Puerto Rican'}]"
26332,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'latin', 'title': 'Latin American'}]"
26333,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'delis', 'title': 'Delis'}, {'alias': 'burgers', 'title': 'Burgers'}]"
26334,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]"
26335,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
26336,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]"
26337,"[{'alias': 'restaurants', 'title': 'Restaurants'}]"
26338,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26339,"[{'alias': 'newamerican', 'title': 'American (New)'}]"
26340,"[{'alias': 'tacos', 'title': 'Tacos'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}]"
26341,"[{'alias': 'bbq', 'title': 'Barbeque'}]"
26342,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
26343,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}]"
26344,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
26345,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]"
26346,"[{'alias': 'seafood', 'title': 'Seafood'}]"
26347,"[{'alias': 'pizza', 'title': 'Pizza'}]"
26348,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'delis', 'title': 'Delis'}]"
26349,"[{'alias': 'restaurants', 'title': 'Restaurants'}]"
26350,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26351,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
26352,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]"
26353,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]"
26354,"[{'alias': 'restaurants', 'title': 'Restaurants'}]"
26355,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]"
26356,"[{'alias': 'indpak', 'title': 'Indian'}, {'alias': 'herbsandspices', 'title': 'Herbs & Spices'}]"
26357,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
26358,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
26359,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]"
26360,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
26361,"[{'alias': 'bakeries', 'title': 'Bakeries'}]"
26362,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'burgers', 'title': 'Burgers'}]"
26363,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
26364,"[{'alias': 'chickenshop', 'title': 'Chicken Shop'}]"
26365,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]"
26366,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}]"
26367,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
26368,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]"
26369,"[{'alias': 'diners', 'title': 'Diners'}]"
26370,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
26371,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]"
26372,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26373,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
26374,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]"
26375,"[{'alias': 'diners', 'title': 'Diners'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
26376,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'tex-mex', 'title': 'Tex-Mex'}, {'alias': 'mexican', 'title': 'Mexican'}]"
26377,"[{'alias': 'pancakes', 'title': 'Pancakes'}]"
26378,"[{'alias': 'bbq', 'title': 'Barbeque'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
26379,"[{'alias': 'parks', 'title': 'Parks'}]"
26380,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26381,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26382,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
26383,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]"
26384,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
26385,"[{'alias': 'golf', 'title': 'Golf'}, {'alias': 'tennis', 'title': 'Tennis'}]"
26386,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'wraps', 'title': 'Wraps'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
26387,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]"
26388,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
26389,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]"
26390,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26391,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]"
26392,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
26393,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'burgers', 'title': 'Burgers'}]"
26394,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26395,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
26396,"[{'alias': 'golf', 'title': 'Golf'}]"
26397,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
26398,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26399,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]"
26400,"[{'alias': 'lounges', 'title': 'Lounges'}, {'alias': 'sportsbars', 'title': 'Sports Bars'}]"
26401,"[{'alias': 'desserts', 'title': 'Desserts'}]"
26402,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
26403,"[{'alias': 'newamerican', 'title': 'American (New)'}]"
26404,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]"
26405,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
26406,"[{'alias': 'parks', 'title': 'Parks'}]"
26407,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
26408,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
26409,"[{'alias': 'parks', 'title': 'Parks'}]"
26410,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]"
26411,"[{'alias': 'delis', 'title': 'Delis'}]"
26412,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
26413,"[{'alias': 'pizza', 'title': 'Pizza'}]"
26414,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
26415,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26416,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26417,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26418,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]"
26419,"[{'alias': 'chinese', 'title': 'Chinese'}]"
26420,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}]"
26421,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
26422,"[{'alias': 'bars', 'title': 'Bars'}]"
26423,"[{'alias': 'bbq', 'title': 'Barbeque'}]"
26424,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
26425,"[{'alias': 'shavedice', 'title': 'Shaved Ice'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]"
26426,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'seafood', 'title': 'Seafood'}]"
26427,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]"
26428,"[{'alias': 'pizza', 'title': 'Pizza'}]"
26429,"[{'alias': 'pizza', 'title': 'Pizza'}]"
26430,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'comfortfood', 'title': 'Comfort Food'}]"
26431,"[{'alias': 'localflavor', 'title': 'Local Flavor'}]"
26432,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]"
26433,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'seafood', 'title': 'Seafood'}]"
26434,"[{'alias': 'mexican', 'title': 'Mexican'}]"
26435,"[{'alias': 'cafeteria', 'title': 'Cafeteria'}]"
26436,"[{'alias': 'restaurants', 'title': 'Restaurants'}]"
26437,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'burgers', 'title': 'Burgers'}]"
26438,"[{'alias': 'golf', 'title': 'Golf'}]"
26439,"[{'alias': 'festivals', 'title': 'Festivals'}, {'alias': 'localflavor', 'title': 'Local Flavor'}, {'alias': 'historicaltours', 'title': 'Historical Tours'}]"
26440,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]"
26441,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]"
26442,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]"
26443,"[{'alias': 'chinese', 'title': 'Chinese'}]"
26444,"[{'alias': 'pizza', 'title': 'Pizza'}]"
26445,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26446,"[{'alias': 'landmarks', 'title': 'Landmarks & Historical Buildings'}]"
26447,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]"
26448,"[{'alias': 'caribbean', 'title': 'Caribbean'}, {'alias': 'soulfood', 'title': 'Soul Food'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]"
26449,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]"
26450,"[{'alias': 'localflavor', 'title': 'Local Flavor'}]"
26451,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]"
26452,"[{'alias': 'chinese', 'title': 'Chinese'}]"
26453,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]"
26454,"[{'alias': 'theater', 'title': 'Performing Arts'}, {'alias': 'teambuilding', 'title': 'Team Building Activities'}, {'alias': 'dinnertheater', 'title': 'Dinner Theater'}]"
26455,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
26456,"[{'alias': 'tea', 'title': 'Tea Rooms'}]"
26457,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26458,"[{'alias': 'bbq', 'title': 'Barbeque'}]"
26459,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}]"
26460,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26461,"[{'alias': 'lounges', 'title': 'Lounges'}]"
26462,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26463,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]"
26464,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'desserts', 'title': 'Desserts'}]"
26465,"[{'alias': 'bbq', 'title': 'Barbeque'}]"
26466,"[{'alias': 'cajun', 'title': 'Cajun/Creole'}, {'alias': 'chinese', 'title': 'Chinese'}]"
26467,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]"
26468,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26469,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26470,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'soup', 'title': 'Soup'}]"
26471,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
26472,"[{'alias': 'pizza', 'title': 'Pizza'}]"
26473,"[{'alias': 'parks', 'title': 'Parks'}]"
26474,"[{'alias': 'burgers', 'title': 'Burgers'}]"
26475,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26476,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}]"
26477,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]"
26478,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
26479,"[{'alias': 'foodstands', 'title': 'Food Stands'}]"
26480,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]"
26481,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'chickenshop', 'title': 'Chicken Shop'}]"
26482,"[{'alias': 'parks', 'title': 'Parks'}, {'alias': 'playgrounds', 'title': 'Playgrounds'}]"
26483,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
26484,"[{'alias': 'parks', 'title': 'Parks'}]"
26485,"[{'alias': 'restaurants', 'title': 'Restaurants'}]"
26486,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'burgers', 'title': 'Burgers'}]"
26487,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'arcades', 'title': 'Arcades'}, {'alias': 'indoor_playcenter', 'title': 'Indoor Playcentre'}]"
26488,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'burgers', 'title': 'Burgers'}]"
26489,"[{'alias': 'restaurants', 'title': 'Restaurants'}]"
26490,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]"
26491,"[{'alias': 'pizza', 'title': 'Pizza'}]"
26492,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]"
26493,"[{'alias': 'african', 'title': 'African'}]"
26494,"[{'alias': 'african', 'title': 'African'}, {'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'hookah_bars', 'title': 'Hookah Bars'}]"
26495,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
26496,"[{'alias': 'hiking', 'title': 'Hiking'}, {'alias': 'parks', 'title': 'Parks'}]"
26497,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
26498,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26499,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]"
26500,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
26501,"[{'alias': 'restaurants', 'title': 'Restaurants'}]"
26502,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26503,"[{'alias': 'delis', 'title': 'Delis'}]"
26504,"[{'alias': 'bbq', 'title': 'Barbeque'}]"
26505,"[{'alias': 'bars', 'title': 'Bars'}]"
26506,"[{'alias': 'newamerican', 'title': 'American (New)'}]"
26507,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]"
26508,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
26509,"[{'alias': 'bars', 'title': 'Bars'}]"
26510,"[{'alias': 'cafes', 'title': 'Cafes'}]"
26511,"[{'alias': 'parks', 'title': 'Parks'}]"
26512,"[{'alias': 'seafood', 'title': 'Seafood'}]"
26513,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26514,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'cupcakes', 'title': 'Cupcakes'}, {'alias': 'customcakes', 'title': 'Custom Cakes'}]"
26515,"[{'alias': 'chinese', 'title': 'Chinese'}]"
26516,"[{'alias': 'hotdogs', 'title': 'Fast Food'}]"
26517,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]"
26518,"[{'alias': 'australian', 'title': 'Australian'}]"
26519,"[{'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
26520,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26521,"[{'alias': 'foodtrucks', 'title': 'Food Trucks'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'cakeshop', 'title': 'Patisserie/Cake Shop'}]"
26522,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]"
26523,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'chicken_wings', 'title': 'Chicken Wings'}]"
26524,"[{'alias': 'cupcakes', 'title': 'Cupcakes'}]"
26525,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}]"
26526,"[{'alias': 'sportsbars', 'title': 'Sports Bars'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'lounges', 'title': 'Lounges'}]"
26527,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26528,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26529,"[{'alias': 'soulfood', 'title': 'Soul Food'}]"
26530,"[{'alias': 'pizza', 'title': 'Pizza'}]"
26531,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]"
26532,"[{'alias': 'newamerican', 'title': 'American (New)'}]"
26533,"[{'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'southern', 'title': 'Southern'}]"
26534,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
26535,"[{'alias': 'italian', 'title': 'Italian'}]"
26536,"[{'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
26537,"[{'alias': 'bakeries', 'title': 'Bakeries'}]"
26538,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]"
26539,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'salad', 'title': 'Salad'}]"
26540,"[{'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'salad', 'title': 'Salad'}]"
26541,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
26542,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]"
26543,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]"
26544,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'donuts', 'title': 'Donuts'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]"
26545,"[{'alias': 'salad', 'title': 'Salad'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}, {'alias': 'tradamerican', 'title': 'American (Traditional)'}]"
26546,"[{'alias': 'mexican', 'title': 'Mexican'}]"
26547,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]"
26548,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]"
26549,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'delis', 'title': 'Delis'}]"
26550,"[{'alias': 'pubs', 'title': 'Pubs'}]"
26551,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]"
26552,"[{'alias': 'southern', 'title': 'Southern'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]"
26553,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'divebars', 'title': 'Dive Bars'}]"
26554,"[{'alias': 'italian', 'title': 'Italian'}]"
26555,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'bars', 'title': 'Bars'}]"
26556,"[{'alias': 'spanish', 'title': 'Spanish'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]"
26557,"[{'alias': 'indpak', 'title': 'Indian'}]"
26558,"[{'alias': 'tapas', 'title': 'Tapas Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]"
26559,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'beerbar', 'title': 'Beer Bar'}, {'alias': 'latin', 'title': 'Latin American'}]"
26560,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]"
